AGID,mock 3h (F1),mock 3h (F1),CHX 3h (F1),CHX 3h (F1),MG132 3h (F1),MG132 3h (F1),mock 12h (F2),mock 12h (F2),PNO8 1uM3h (F1),PNO8 1uM3h (F1),PNO8 1uM12h (F2),PNO8 1uM12h (F2),mockBrz 3h (G),mockBrz 3h (G),PNO8 10uM3h (G),PNO8 10uM3h (G),Ibup 3h (F1),Ibup 3h (F1),B9 3h (F1),B9 3h (F1),Sal 3h (F1),Sal 3h (F1),mock 3h (F1),mock 3h (F1),mock 12h (F2),mock 12h (F2),Brz220 10uM3h (F1),Brz220 10uM3h (F1),Brz220 10uM12h (F2),Brz220 10uM12h (F2),Brz91 3h (F1),Brz91 3h (F1),Brz91 12h (F2),Brz91 12h (F2),mockBrz 3h (G),mockBrz 3h (G),Brz220 3uM3h (G),Brz220 3uM3h (G),mock 3h (F1),mock 3h (F1),AgNO3 3h (F1),AgNO3 3h (F1),AVG 3h (F1),AVG 3h (F1),mock 3h (F1),mock 3h (F1),mock 12h (F2),mock 12h (F2),PPI 3h (F1),PPI 3h (F1),PPI 12h (F2),PPI 12h (F2),Unic 3h (F1),Unic 3h (F1),Unic 12h (F2),Unic 12h (F2),Pac 3h (F1),Pac 3h (F1),Pac 12h (F2),Pac 12h (F2),PX 3h (F1),PX 3h (F1),PX 12h (F2),PX 12h (F2),Cont (C1),Cont (C1),Cont (C1),Zeatin20uM (C1),Zeatin20uM (C1),Zeatin20uM (C1),ARR22-ox (C2),ARR22-ox (C2),ARR22-ox (C2),ARR22-ox+Zeatin20uM (C2),ARR22-ox+Zeatin20uM (C2),ARR22-ox+Zeatin20uM (C2),mock 3h (F1),mock 3h (F1),246T 3h (F1),246T 3h (F1),PCIB 3h (F1),PCIB 3h (F1),TIBA 3h (F1),TIBA 3h (F1),NPA 3h (F1),NPA 3h (F1),mock 30m (A1),mock 30m (A1),IAA 30m (A1),IAA 30m (A1),Zeatin 30m (A1),Zeatin 30m (A1),GA 30m (A1),GA 30m (A1),ABA 30m (A1),ABA 30m (A1),MJ 30m (A1),MJ 30m (A1),ACC 30m (A1),ACC 30m (A1),BL 30m (A1),BL 30m (A1),mock 1h (A2),mock 1h (A2),IAA 1h (A2),IAA 1h (A2),Zeatin 1h (A2),Zeatin 1h (A2),GA 1h (A2),GA 1h (A2),ABA 1h (A2),ABA 1h (A2),MJ 1h (A2),MJ 1h (A2),ACC 1h (A2),ACC 1h (A2),BL 1h (A2),BL 1h (A2),mock 3h (A3),mock 3h (A3),IAA 3h (A3),IAA 3h (A3),Zeatin 3h (A3),Zeatin 3h (A3),GA 3h (A3),GA 3h (A3),ABA 3h (A3),ABA 3h (A3),MJ 3h (A3),MJ 3h (A3),ACC 3h (A3),ACC 3h (A3),BL 3h (A3),BL 3h (A3),ga1mock 30m (A4),ga1mock 30m (A4),ga1+GA 30m (A4),ga1+GA 30m (A4),ga1mock 1h (A5),ga1mock 1h (A5),ga1+GA 1h (A5),ga1+GA 1h (A5),ga1mock 3h (A6),ga1mock 3h (A6),ga1+GA 3h (A6),ga1+GA 3h (A6),det2mock 30m (A7),det2mock 30m (A7),det2+BL 30m (A7),det2+BL 30m (A7),det2mock 1h (A8),det2mock 1h (A8),det2+BL 1h (A8),det2+BL 1h (A8),det2mock 3h (A9),det2mock 3h (A9),det2+BL 3h (A9),det2+BL 3h (A9),mock 3h (B),mock 3h (B),CN 3h (B),CN 3h (B),6DCT 3h (B),6DCT 3h (B),CT 3h (B),CT 3h (B),6DTE 3h (B),6DTE 3h (B),TE 3h (B),TE 3h (B),6D3DT 3h (B),6D3DT 3h (B),3DT 3h (B),3DT 3h (B),6DTY 3h (B),6DTY 3h (B),TY 3h (B),TY 3h (B),6DCS 3h (B),6DCS 3h (B),CS 3h (B),CS 3h (B),BL 3h (B),BL 3h (B)
AT5G52020,211.4,251.9,184.1,120.5,38.6,32.4,245.2,260.4,188.7,278,295.2,412.6,216.3,247.6,108.4,118,183,310.2,209.5,153.9,227.7,288.7,211.4,251.9,245.2,260.4,401.1,236.8,201.1,290.8,333.1,144.1,222.1,240,216.3,247.6,155.4,30.2,211.4,251.9,29.9,25,319.2,180.3,211.4,251.9,245.2,260.4,209.5,208.5,115.2,224.7,265.6,138.7,97.5,330.7,314.9,182.3,218.8,170.7,320.1,292.4,183.3,559.5,3.7,2.6,59.6,16.7,30.7,15.7,15.1,16.6,31.1,6.3,38.2,29.8,211.4,251.9,244.3,197.8,302.7,293,1068.5,1767.7,349.8,262.6,114.7,119,127.7,170.5,219.3,91.9,184.6,106.1,133.6,148.4,169,106.5,134.6,255.3,262.8,132.8,81,25.9,72.9,21.4,251.1,114.2,186.4,107.9,209.7,48.7,205.4,61.2,54.7,123.3,257.9,42.5,24.3,36,209.7,27.6,265,10.6,185.3,153.7,112.4,11.5,190.8,134.9,142.9,59.2,120.8,101.2,417.8,658.5,463.3,443.4,34.5,353.9,36.7,254.3,232.2,39.6,55.1,171.9,287.6,70.8,179.1,67.1,204.6,73.7,126.4,74,190,67.2,285,160.2,287.6,226,370.6,396.2,258.1,396.8,361.1,239.3,493,578.5,235.2,417.2,191.1,307.4,351.3,418.5,209.1,362.6,276.7,175,367.3,239.9,277.8,215.1,512.7,260.7
AT1G42990,2101.1,1818,26186.2,27503.2,3019.2,2095.9,1318.1,2277.9,2949.1,2900.1,1287,1909.1,2703.1,2443.4,8100.9,7083.5,2909.6,2604.7,2110.3,1687,3655,4531.9,2101.1,1818,1318.1,2277.9,1773.4,2018.6,1546.3,1616.3,2119.3,1301.4,1562.9,1798.3,2703.1,2443.4,2336.3,2213.1,2101.1,1818,8560.5,5520.1,2519.6,2449.2,2101.1,1818,1318.1,2277.9,2182.8,1600.3,1346.5,1360,2369.1,1840.3,1982.3,2273,2505.3,1960.4,1484.9,1996.3,2446.9,1789.7,1652.1,1563.3,446.7,635.9,1527.5,464.7,509.6,506.8,538.6,798.7,1876,975,853.2,756.4,2101.1,1818,3409,3393.2,3093.8,1882.4,9265.6,10818.7,1866,2008.2,2678.6,1704.4,2713.7,1845.1,2495,1820.6,2763,1838.5,4601.8,2583.6,3198.5,2188.9,2286.3,1589.1,2688,1599.5,2297.5,1534.6,2696,1929.4,2976.8,1810.2,2787.7,1826.5,5346.1,3171.8,3224.8,1934,3262,1485.3,3339,2052.4,2915.4,1580.6,2683.3,1851.5,2662.2,1573.9,2857.5,2080.5,4398,3487.4,2533.6,1748.6,2863.1,1430.6,3420.3,2288.8,2812.4,3677.5,3171.3,3654.3,3634.4,5651.9,2629.4,5456.8,3758.9,3818.4,4295.9,3757.5,5521.1,4705.2,6240.9,5106.5,3930.4,4364,3658.2,5284,4639.2,4688.9,6914.2,6510.7,2314.5,2521.1,3020.7,3064.6,2589.9,2516,2542.1,3424,3063.2,3275.3,3184.4,3890.1,3366.7,3842.3,3620.9,3723,2752.8,3147,3586.3,3606.1,3978.9,4009.4,3170.9,3183.2,4414.8,3798.5
AT1G10120,364.9,301.3,519.8,584.4,522.5,287.8,243.4,277.5,323,426.7,217.2,373.7,488.7,435.1,59.3,39.5,449.5,421.4,454,480.6,271,256.8,364.9,301.3,243.4,277.5,335.7,384.2,207.7,578.9,500.9,427.6,182.9,344.5,488.7,435.1,339,490.7,364.9,301.3,318.3,172.7,511.1,357.5,364.9,301.3,243.4,277.5,443.8,273.5,291.5,529.7,253.3,254.8,330.1,307.2,499.2,348.3,389.6,472.8,357.1,295.9,274.4,447.1,75,83.6,220,80.3,59.3,51.2,52,69.2,150.7,68,57.3,61.7,364.9,301.3,383,317.4,362.3,92.6,379.6,185.7,521.3,362.6,261.3,242.1,388.9,135.5,297.9,270.4,75.9,173.6,128.7,71.1,131.1,33.5,28.7,116.3,159,185.8,370.1,170.7,362.3,130.5,202.5,188.1,440.3,210.6,207.3,155.6,146.6,85.5,22.7,41.4,47,103.1,303.2,61,267.8,29.7,217.5,96.7,266.2,234.2,229.6,283.5,189.7,119.3,236.9,303.6,266.8,271.8,921.9,598.1,833.4,545.8,455.9,222,192.3,519.7,901.8,771,559,1083,52.4,48.4,200.1,43,268.8,140.6,159.8,304.4,65.1,50.8,665.4,45.2,520.6,618.8,599.8,518.6,580.2,643.9,745.3,509.9,561.2,629.7,534.6,547.4,372.9,660.4,534.8,681.7,589.2,685.2,491.9,660.3,470.2,700.7,604.5,900.9,524.4,582.3
AT1G23380,245.4,449.9,331.8,413.1,206.4,261.4,304.9,327.3,226.3,335.2,319,409.8,427.3,327.4,417.6,395.5,462.1,462.8,546.6,546.2,359.6,355.7,245.4,449.9,304.9,327.3,521.2,374.7,246.6,371.2,563.2,425.1,265.4,639.2,427.3,327.4,312.9,268.1,245.4,449.9,352.7,400.6,547.2,356.5,245.4,449.9,304.9,327.3,254.4,354.9,187.4,330.5,210.9,336.5,174.9,415.5,80.5,273.8,265.1,390.9,294.2,334.2,307.2,708.1,38.1,46,76.3,46.4,36.9,42.7,47.8,65,124.6,100.9,71.6,57.5,245.4,449.9,386.9,320.6,496.9,524.4,375.6,477.1,439.3,437.4,115,284,212.8,163.4,293.2,244.2,264.4,234.3,240.9,225,402.8,245.9,309.5,173.1,412.3,262.1,318.6,202.6,339.7,116.1,163.7,141.6,150,192.2,137.5,120.4,203.8,121.5,378.4,225.5,279.1,251,287.2,264.1,168.9,236.9,99.4,96.2,205.4,287,264.9,189.8,300.7,224.8,463.7,126.9,271.3,91.5,939.2,1011.8,1227.2,1183.6,821.3,1282.8,711.1,1528.9,932.1,848.8,927.6,1086.5,973.8,763.7,634.5,797.5,116,421.2,479.8,443.7,591.5,861.4,631.9,791.6,699.1,547.1,422.2,495.6,648.4,787.3,785.2,445.2,486.8,544.3,474.1,319.3,508.5,416.1,448,93.9,446.2,438.6,427.4,464.7,826.4,482.2,529.4,464,433.9,514.8
AT1G44810,939.5,295.3,231.8,256.1,829.4,607.5,415.1,516.1,618.8,599,365.8,471.1,1094.5,1053.4,1133.2,1021.5,734.5,472.8,530.2,424.7,553.4,430.3,939.5,295.3,415.1,516.1,556,443.4,478.4,670.6,777.9,461.1,501.2,463.8,1094.5,1053.4,1186.4,1228.2,939.5,295.3,617.1,492.3,939.9,464.6,939.5,295.3,415.1,516.1,424.2,482.2,520.7,515.6,556.9,396.1,383.3,391.1,875.6,650.8,305.4,560.5,605.2,540.5,390.5,648.2,118.7,159.6,299.1,333.2,392.3,298.9,205.9,348.1,835.3,208.9,266.6,256.8,939.5,295.3,728.9,578.3,579.2,706.3,755.6,510.9,987.1,720.6,868.5,667.6,858.4,687.2,1051.1,573.6,1046.9,744.2,1107.9,735.7,1149.6,788.4,1100.7,830.7,1313.5,908.7,1038.1,742,805,646,940,833.8,908.1,803,1137.6,833.1,1151.1,776.4,1217.2,903.8,1096.2,1011.7,707.2,887.4,977.8,988.9,921.7,1055.7,886.5,900.3,712,659.5,861.3,622.1,1292.8,685.1,1245.4,1016.6,1613.7,1545.6,1366,1506.7,1350.4,2154.8,1569.6,2230.3,1527.7,1460.8,1243.6,1226.4,1401.9,1712.3,1665.4,2100.6,1111.4,1200.5,840.2,1330.9,1541.9,1709.2,1520.4,1367.1,496.8,788.4,575.5,658,759.5,639.9,721.7,467.6,566.8,736.3,580.7,664.7,614.9,709.7,557.5,456.8,624.6,589.9,471.4,380.3,640.4,829.2,513.4,693.9,570.4,599.4
AT1G51140,884.1,614.7,456.7,586.8,648.5,544.4,464.9,885.5,694.7,496,492.4,600,753.3,650,458.6,434,762.8,760.7,802.4,441.7,792.5,572.6,884.1,614.7,464.9,885.5,901.3,513.3,402.8,851.7,775.1,545.1,506.2,555.6,753.3,650,488.3,612.3,884.1,614.7,547.8,346.6,850.1,670.7,884.1,614.7,464.9,885.5,665.3,619.8,396.9,887.4,656,439.8,297,623.1,796.9,579.3,353.9,612,749.5,725.3,643.8,986.9,108.6,149.2,290.1,128.5,132,123.7,195.6,280,433,103.8,73.9,71.1,884.1,614.7,668,570.5,962.4,729.7,516.8,564.2,915.6,597,476.2,333.1,490.7,272.2,504.9,440.2,478.9,379.2,708.5,446.3,403.5,301.6,538.3,391.5,505.7,432.8,467.6,303.5,459.3,365.6,581.7,359.1,412,357,1602.8,853.3,435.2,292.4,393.8,365.4,605.5,425.7,459.7,399.9,396.8,440.6,483.8,320.8,508.4,429,4377.9,4499.9,607.5,382.3,453.6,334,526.8,417.6,1492.3,1379.5,1207.6,1325.4,1100.5,1862.9,919.8,1546.5,1279.6,1534.3,1538.3,1254.8,863,893.4,730.9,1138,461,603.4,988.7,609.8,800.7,815.6,1208.1,1169.3,503.4,884,420.9,696.9,565.6,735.6,652.2,627.8,498.3,829.3,725.7,782.6,654.7,770.2,555.1,944.5,494.1,742.7,665,812.8,605.8,982.5,635.8,1082.6,713.3,936.3
AT2G45160,2030.9,1521.7,640.2,852.4,2253.3,1574.4,1559.6,1807.2,2579.6,1344.2,1356.4,1920.3,1786.8,1913,1121.9,1122.2,2377.1,1899.8,2442,1814.5,1917,1456.8,2030.9,1521.7,1559.6,1807.2,2471.5,1728.9,1669.1,2139.3,2045.8,1699.5,1453.4,2299.3,1786.8,1913,1472.6,1473.4,2030.9,1521.7,1723.5,1107.9,1497.2,1623,2030.9,1521.7,1559.6,1807.2,2840.7,1876.5,1674.2,2186.9,2344.5,1667.6,1579.8,2195.8,2296.4,1348.8,1824.2,1747.8,2738.9,1313.7,1482.7,1430.3,191.6,247.7,450.7,219.7,219.1,205.1,167.7,262.1,604.2,297.8,297,269.5,2030.9,1521.7,1951.1,1593.2,2117.1,1529.5,1655.9,1366.7,2356.1,1739.8,1404.4,1085,1617.2,1014.8,1314.8,916.5,1616,1040,1098.6,698.7,744.8,779.4,1204,758.9,1281.6,816.3,1646.3,1174.6,1822.8,1089.8,1165.8,742.4,1558.2,863.2,875.8,768.6,1338,736.8,1489.9,961.2,1466,913.7,1423.7,1100.8,1375.2,1058.1,1305.3,888.2,1525.9,968,1272,625.6,1220.2,875.7,1531.4,1361.8,1182,1142.3,3007,2659,2973.1,2773.5,2160.9,3075.6,2312.9,3658.1,3358.2,3712.2,3375,3414.2,4154.7,4380.7,3228.3,2909.1,2744.2,3703.8,3064.4,3354.2,3756.4,3067.8,3263.7,2585.8,2932,3747.4,2932.7,3397.2,2555,3673.5,2466.6,3359.7,2422,3117.7,2894.1,3273.8,2595.8,2759,2467.4,3276.8,2899.2,3414.3,2408.8,3617.5,2773.6,3578.6,2377.9,3268.7,2683.4,3166.1
AT3G49530,1800.1,1089.1,21268.9,26146.4,1622.7,1093.1,627.4,1035.1,1471.5,1123.2,839.9,881.2,1141.1,1337.4,1867.5,1867.7,1582.2,990.2,732.3,858.4,2247.7,1956.3,1800.1,1089.1,627.4,1035.1,1276.1,774,778.7,862,1165.1,891.8,638.4,1310.3,1141.1,1337.4,1318.1,996.2,1800.1,1089.1,2901.3,2975.1,1092.8,1079.4,1800.1,1089.1,627.4,1035.1,984.3,1070.9,1002.4,726,1403,981.4,1028.1,962.7,1234.9,751.1,1190.1,869.3,1317.8,825,899.7,814.9,353.9,394.3,910.2,224.6,241.2,244.7,349.2,377.9,410,420.8,372.4,291.4,1800.1,1089.1,1757.3,1401.1,1813.1,873.3,2761.2,2791.7,1642.8,632.3,1079.6,683.2,1870.1,1301.7,1120,703,1045.9,831.1,1733.3,1176.5,1094.6,692.6,1181.3,718.7,966.6,678.6,958.4,640.3,1451.7,816,1023.9,614.2,1237.9,685.6,1216.1,958.8,959.6,570.9,1229.4,670.8,862.5,681.3,1242.3,699.3,1148.3,861.6,1294.1,598.8,1166.5,783.8,1270.5,636.5,869.5,764.1,1077.8,574.8,1214.7,826.3,2702,2259.4,2701.9,2543.1,1648.4,2267.7,1906.3,2323.6,1979.1,2303.7,2562.7,2441.1,2612.3,2191.9,3215.9,2229.6,1962.8,1748.8,2316.6,2640.5,2074.7,2128.6,3616.8,3114.7,1822.6,1580.7,1574.8,1764.5,1889.8,1967.6,1362,2165.1,1834.4,1878.7,2904.9,2497,2377.3,2463.3,2651.5,3245.8,1931.6,2307.2,3359.3,2503.4,2937.4,2507.4,3253,3250,2683.4,2048.9
AT1G09530,2204.8,1310.7,2176.1,1548.8,2070.4,1139.9,1410.2,2293.4,1936.8,1345.3,1251.8,1733.9,2002.2,1572.5,1180.2,939,1615.3,1613.4,1794.7,1606.5,1634.2,1235.8,2204.8,1310.7,1410.2,2293.4,1766.6,1665,1625.3,2439.5,2070.1,1855.4,1535,2763.2,2002.2,1572.5,1549.3,1568.5,2204.8,1310.7,1390.7,910.7,373.3,674.6,2204.8,1310.7,1410.2,2293.4,3025.9,1627.3,1979.5,1643.4,2132.7,1695.9,1625.5,2986.6,2160.8,1555.9,1587,2015,2446.7,1331.8,1576.8,1412.2,94.1,140.3,278.7,108.4,113.6,126.1,165.6,214,369.2,535.4,497.8,413.4,2204.8,1310.7,1971.6,1293.7,1988.9,1144.2,2279.6,1780,1884.7,1395.9,1349.6,948.3,1637.4,1000.3,1105.2,778,1445.2,941,2068.6,1118.1,1384.2,1005.6,1278.4,1025.1,835.2,707.3,1511.4,1075.1,1311.1,799.6,788.8,335.9,1250.1,887.8,4177.6,1860.7,1169.5,946.5,2929.4,2262.5,1223.2,449.6,1695.3,893.8,2691.2,1819,1478.2,587.1,1255.3,539,5127.8,5505.4,538.9,856.1,2171.6,2494.6,878.7,828,2525.3,1849.6,1771.8,1472.9,1263.2,2030.7,1149,1856.4,1771.8,1271.4,1536.6,1218.7,3517.3,3517.6,4142.8,3766.4,3465.4,3122,2858.4,2264.2,4736.5,3857.7,1249,1113,4087.8,3560.3,4911.9,2946.7,2655.3,3545.4,2050.3,2039.2,2753.1,1071.1,2259,2034.5,1724.5,1332.9,2599.1,2741.8,2648.6,1863,2776.8,2147.4,2299.5,2800.2,2044,2793.2,1568.4,1818.9
AT1G75240,1824.6,2022.6,1387.7,1163.6,1665.2,1426.5,1410.5,2470.2,1544.8,1231.8,1523.9,2780.3,1998.9,1588.7,1375.7,1506.8,1748.2,1730.5,2246.4,2046.1,1847,1652.4,1824.6,2022.6,1410.5,2470.2,1929.8,1598.4,1178.6,1827.4,1595,1594.1,1327.8,1842.7,1998.9,1588.7,2001.7,1647.5,1824.6,2022.6,1832.6,1388.6,2031.6,1526.4,1824.6,2022.6,1410.5,2470.2,1377.8,1224.8,1133.8,2269.6,1679,1445.4,1434.4,1872.7,1831.8,1805.8,1429.8,1676.7,2100.1,1507.2,1121,1996.7,280.9,363.9,667.4,368,307.4,502.7,189.8,231.1,421.3,147,137.2,104.6,1824.6,2022.6,1507.5,1405.4,1762.3,1785.5,2090.1,1367.7,1629.8,1532.6,972.8,726.1,1462.1,927.7,1113.1,954.8,818,878.5,508.9,1103.4,1258.4,1027.8,1133.5,757.9,1573.8,1126.2,1379.7,1042.2,1336.1,1367.7,1212.3,995,1137.7,800.6,979.1,894.7,871.7,989.2,1148.4,918.6,1085,738.2,834.2,1034.8,810.1,1034.2,991.6,930.4,1040.1,560.2,349.1,464.3,976.8,762.8,1348.8,843.4,1204.9,1418.5,2315.2,2762,1780.8,2682.8,2480.3,4243.9,2228.3,4515.1,2652.3,1632.1,3006.4,3715.9,3350.3,2679.1,2491.9,1869.1,1529.5,1618.8,1517.2,1740.5,2767.6,2338.7,2143.9,2408.2,2373,2375.6,2206.1,2187.5,2666.4,3288.7,2850.3,2487.2,2323.3,2806.1,3052.5,2867.9,2911.5,3035.2,2674.3,2658,2478.7,2343.8,2995.9,2792.9,3220.9,2837.1,1756.6,2699.4,2406.8,2689.3
AT3G20770,4971.3,3703,3317.8,2134.3,3078.7,3463.2,2475.7,5116.7,3723.8,3920.8,3224.2,4123.2,4957.8,4279,4935.5,4169.4,3224.3,2867.9,3360.4,3035.4,4819.8,4516.3,4971.3,3703,2475.7,5116.7,3968.8,4160.7,3107.1,5056,3964.2,3741.7,3150.8,6367.3,4957.8,4279,5128.9,4700.6,4971.3,3703,5852,4443.4,4185.9,3593,4971.3,3703,2475.7,5116.7,4948.1,3955.1,3316,4843.5,4791.2,3827.9,3570.1,4410.7,4668.2,3842.2,3562.7,5756.8,5845.5,3105.6,3051.5,4679.8,827,1129.8,2493,1151.6,1186.7,1283.8,831.3,1280.5,1086.5,1321.4,1183.3,960.3,4971.3,3703,3808.4,3449.1,4056,3713.3,4363.4,3431.9,4878.4,3047.3,2892.1,2317,3091.5,2289.9,2753.1,2615.3,2901.5,2188.1,2561.3,2351.2,2608.8,2298.8,2752.6,2206.6,2813.2,2008.9,3019.2,2389.7,3330.8,2993.7,3229.3,2487.9,3006.7,2718.1,2582.2,2385.3,3522.1,2553,2728.7,2489,3174.8,2353,2819,2323.8,3594.2,2504.6,2924.4,1700.1,2873.6,2442.1,2440,1994.2,3152.9,3076.4,2995,2465.3,2540.5,2361.4,7153.5,4986.7,7304.5,4725.4,4197,6643.9,4063.4,6362.8,5671.6,5487.5,6010.8,5926.6,7535.3,6709.2,5615.3,6579.8,6027.4,6214,6018.2,5727,6789.6,6604.6,6991,6736.8,8923.9,6879.9,7915.3,7658.9,9928.1,7426.2,8687.5,7501,7582.7,7512.4,10183.4,7282.9,9694.9,6810.8,10713.9,7543,8604.6,8242.5,10196.8,7208.7,10309.5,6320,10449.8,6735.7,9383.2,7493.7
AT3G26744,2025.4,1995.8,1739,1182.6,2548.5,2250.4,1506.5,2425.9,2020.2,1781.3,1664.1,2541.9,1985,1839.9,1665.1,1500.1,2946.6,1667,2577.7,2112.3,2103.1,1760.4,2025.4,1995.8,1506.5,2425.9,2743.6,1901.2,1705,2070.4,2853.5,1753.5,1932.4,2391.4,1985,1839.9,2114.2,1804.8,2025.4,1995.8,2043.1,1596.2,2732.8,1857.6,2025.4,1995.8,1506.5,2425.9,1938.9,2046.7,1610.5,1610.7,2362.3,1513.7,1373.6,1471,2280.7,1800.1,1273.5,2049,2010.8,2284.4,1701.8,2515.5,298.3,379.1,768.4,503.2,520.7,540.6,365.9,483.9,935.8,444.1,428.4,343.4,2025.4,1995.8,2743.7,2038.5,2834.4,2006.4,2074.4,2106.5,2655.9,2138.5,1656.3,1493.6,1395,1264,1857.5,1308.2,1570.2,1587.6,1844.8,1581.1,1704.2,1328.2,1856.1,1386.9,1783.2,1420.4,1811.5,1486.1,1645.9,1209.8,1343.2,1349.2,1469.8,1247.8,1972.3,1434.7,1262.3,1268.5,1881,1093.2,1743.9,1685.2,1356.8,1238,1265.1,1272,1514.5,1330.5,1357.4,1150.4,1776,1396.8,1377.2,1078.6,1850.1,1032.3,1826.8,1370,4680.6,4274.1,4621.8,4298.5,3555.5,7372.7,4407.1,8108.3,4941.9,5594.2,3826.9,5092,4120.1,3726.6,4107.8,4524.8,2516.9,3072.4,3017.5,3071.5,3680,3392.7,4368.4,4293.8,2521.3,3020,2557.1,3366.9,3097.6,2917.6,3471.2,2851.7,2192.5,2742.5,2098.6,3575.4,2251.7,3457.2,2456.9,2775.5,2533.7,2333.7,2510.4,2702.5,2646.1,3791.3,2639.8,3432.9,2291.7,3940.5
AT5G14340,348.1,220,217.8,310.6,310.9,255.2,243.8,301.8,351.2,157.1,231.1,243.1,282.2,271,250.7,244.4,290,228.7,393.5,341,326.9,185.7,348.1,220,243.8,301.8,312.9,282.6,209,326.6,414.2,209.4,139.8,209.1,282.2,271,227.8,296.7,348.1,220,203.9,127.3,488.9,261.3,348.1,220,243.8,301.8,247.8,227.1,193.9,377,254.7,236,253.6,233.7,294.9,247.5,176.2,174.2,271.8,326.3,190.7,423.7,28.4,24.4,54.9,12.4,29.1,26.2,7.8,19.3,43.7,19.9,19.8,26.1,348.1,220,309.9,161,272.1,189.5,121.8,343.4,159.4,177.9,224.2,174.4,96.5,55.8,285.9,166.2,169.3,194.8,210.3,84.5,318.2,118.3,409.4,132.4,293.9,211.6,241.2,198.5,81.8,166.5,320.6,101.5,257,164,261,128.1,387.2,85.6,280.8,177.3,503.9,393.6,243.9,231.1,258.8,36,355.5,209.5,271.1,205.2,244.9,78.5,342.4,172,440.4,140.2,291.9,124.6,418,350.8,282.5,475.8,588.8,963.2,271.3,637.7,415.4,324.4,550.1,263.3,574.5,294.6,367.9,307.6,349.5,156.7,305.2,328,234.1,407.1,693.8,360.3,217.5,216.1,270.4,318.7,233.2,248.1,456.2,287.8,354,251.5,394.8,387.7,238,433.9,351.4,301.5,317.4,281.3,432.9,538.3,414.1,511.1,457.1,646.2,421.5,514.8
AT5G59450,943.3,586.4,17932.1,14541.7,502.4,638,482.4,545.9,576.5,696.5,442,646.7,763.1,911.6,1433.9,1629.9,562.9,512.5,1081.9,627.8,757.3,640.5,943.3,586.4,482.4,545.9,869.2,642.5,488.6,520.5,675.5,585.2,448,687.2,763.1,911.6,1200.7,896.4,943.3,586.4,838.4,691.8,837,581.3,943.3,586.4,482.4,545.9,622.1,490.9,452,821.3,944.1,409.9,476.7,619.7,976.7,719.6,612,783.2,781.7,537.6,623.1,459.3,88.2,95.6,220.6,118.8,118,128.1,57.3,72.5,175.9,173.8,181.3,156.1,943.3,586.4,600.5,605.8,652,500.9,1603,1018,943,634,780.1,431.2,869.4,563.5,708.2,572.3,839.9,601.2,696.4,577.4,341.6,326.5,729.3,453.1,841.7,708.9,609.9,494.3,624.6,446.8,969.3,515.5,646.5,350.9,556.5,428.6,533.4,414.9,1061.8,695.8,1058.4,447.7,686.4,660.5,742.3,765.8,649.9,458.2,686,650.3,327.3,232.6,431.6,278.5,1121.9,563.9,785.8,470.7,1351.5,1178.9,1148.9,1539.5,1060.9,2374.6,1931.1,2272.4,1705.4,1371,1676.9,1684.7,1706.9,1401.1,1545,2068.3,1046.3,1451.7,973.8,1086.5,1535.5,1612.4,1649.7,1758.3,1050.3,777.1,827.8,1031.9,710.7,822.2,953.9,889,690.3,1029.1,905.3,1113.7,921.7,1304.6,1040.3,1082.9,1060.5,987.7,1060.5,1456.6,1102.5,1404.4,729.9,1299.9,1036.6,1119.7
AT1G28370,349.1,387.4,27919,25626.9,472.1,429.5,313.3,548.4,551.2,470.9,342,432.3,441.1,430.7,770.2,836.7,595.2,485.2,649.9,448.2,555.9,476.5,349.1,387.4,313.3,548.4,556,272.7,363.1,571.9,584.1,346.2,514.3,452.3,441.1,430.7,364.9,382.6,349.1,387.4,964.8,742,413.3,434.9,349.1,387.4,313.3,548.4,502.4,359.4,416.8,483.5,464,350.4,511.5,721.9,489.7,396.7,360.6,561.3,557.1,578.4,485,476.5,226.8,294.6,596.1,114.9,157.9,145.9,138.9,187.4,359.8,407.2,406.4,345.6,349.1,387.4,534.7,492.9,567.7,594.2,751.6,604.8,442.1,504.6,574.2,303.1,1053.6,662.3,505.5,233,699,381.8,1008.8,667.1,1211.2,662.4,814.2,409.1,527.7,525.9,427.6,284.5,996,592.3,375.3,254.5,625.2,399.7,753.1,415.1,2037.3,1210,1031.3,661,498.7,333.2,499.8,360.1,2179.5,1194.1,450.2,375.2,423.7,420.3,615.7,408.5,858.6,568.5,1494.1,862.5,663.7,248.2,1369.4,781.1,1317.7,1005.7,842.9,1110.6,733.1,1354.1,972.6,1049.4,996.1,736.4,1286,1177,1513.7,1630.6,864.5,946.2,568,555.8,1282.8,1242.1,1300.9,1005.5,798.1,691.3,613.4,841.6,593.6,803.6,680.5,594.4,822.8,625,1081.1,911.1,873.7,869.4,604.3,1116.3,679.4,642.6,789.9,874.9,867.4,1073,711,919,717.5,804
