AGID,Cluster,ATGE_1,ATGE_2,ATGE_3,ATGE_4,ATGE_5,ATGE_6,ATGE_7,ATGE_8,ATGE_9,ATGE_10,ATGE_11,ATGE_12,ATGE_13,ATGE_14,ATGE_15,ATGE_16,ATGE_17,ATGE_18,ATGE_19,ATGE_20,ATGE_21,ATGE_22,ATGE_23,ATGE_24,ATGE_25,ATGE_26,ATGE_27,ATGE_28,ATGE_29,ATGE31,ATGE32,ATGE33,ATGE34,ATGE35,ATGE36,ATGE37,ATGE39,ATGE40,ATGE41,ATGE42,ATGE43,ATGE45,ATGE46,ATGE47,ATGE48,ATGE49,ATGE50,ATGE51,ATGE52,ATGE53,ATGE54,ATGE55,ATGE56,ATGE57,ATGE58,ATGE59,ATGE73,ATGE76,ATGE77,ATGE78,ATGE79,ATGE81,ATGE82,ATGE83,ATGE84,ATGE87,ATGE89,ATGE90,ATGE91,ATGE92,ATGE93,ATGE94,ATGE95,ATGE96,ATGE97,ATGE98,ATGE99,ATGE100,ATGE101,FS,PS,RS,BS,AS,US,WS,DL,FL,PL,RL,BL,AL,UL,WL,DS,A_17,A_22,A_23,A_24,A_25,A_26,A_27,A_28,A_29,A_30,A_31,A_32,A_21,A_34,A_35,A_33,B_1.1,B_3.4,B_4.4,B_5.4,B_6.4,B_7.4,B_2.1,B_3.1,B_4.1,B_5.1,B_6.1,B_7.1,B_1.4,B_2.4,C.6,C_Pi.6,C_Pi.12,C_Pi.24,C.12,C.24,12-Nov,21/22,111/112,121/122,211/212,221/222,311/312,321/322,411/412,421/422,511/512,521/522,611/612,621/622,711/712,721/722,811/812,821/822,1111/1112,11121/1122,1211/1212,1221/1222,1311/1312,1321/1322,1411/1412,1421/1422,1511/1512,1521/1522,1611/1612,1621/1622,2111/2112,2121/2122,2211/2212,2221/2222,2311/2312,2321/2322,2411/2412,2421/2422,2511/2512,2521/2522,2611/2612,2621/2622,3111/3112,3121/3122,3211/3212,3221/3222,3311/3312,3321/3322,3411/3412,3421/3422,3511/3512,3521/3522,3611/3612,3621/22,4111/12,4121/22,4211/12,4221/22,4311/12,4321/22,4411/12,4421/22,4511/12,4521/22,4611/12,4621/22,4711/12,4721/22,5111/12,5121/22,5211/12,5221/22,5311/12,5321/22,5411/12,5421/22,5511/12,5521/22,5611/12,5621/22,6111/12,6122/24,6211/12,6223/24,6311/12,6322/23,6411/12,6421/22,6511/12,6523/24,6611/12,6621/25,7111/12,7121/22,7211/12,7221/22,7311/12,7321/22,7411/12,7421/22,7511/12,7521/22,7611/12,7621/22,7711/12,7721/22,8111/12,8124/26,8211/14,8224/25,8313/14,8324/25,8411/12,8423/24,8511/12,8524/25,8611/12,8624/,8712/15,8723/24,9111/12,9121/22,9211/12,9221/22,9311/12,9321/22,9411/12,9421/22,9511/12,9521/22,9611/12,9621/22,9711/12,9721/22,9811/12,9821/22,C0_1/2,C10_1/2,C11_1/2,C12_1/2,C1_1/2,C2_1/2,C3_1/2,C4_1/2,C5_1/2,C6_1/2,C7_1/2,C8_1/2,C9_1/2,mock 3h (F1),mock 3h (F1),CHX 3h (F1),CHX 3h (F1),MG132 3h (F1),MG132 3h (F1),mock 12h (F2),mock 12h (F2),PNO8 1uM3h (F1),PNO8 1uM3h (F1),PNO8 1uM12h (F2),PNO8 1uM12h (F2),mockBrz 3h (G),mockBrz 3h (G),PNO8 10uM3h (G),PNO8 10uM3h (G),Ibup 3h (F1),Ibup 3h (F1),B9 3h (F1),B9 3h (F1),Sal 3h (F1),Sal 3h (F1),mock 3h (F1),mock 3h (F1),mock 12h (F2),mock 12h (F2),Brz220 10uM3h (F1),Brz220 10uM3h (F1),Brz220 10uM12h (F2),Brz220 10uM12h (F2),Brz91 3h (F1),Brz91 3h (F1),Brz91 12h (F2),Brz91 12h (F2),mockBrz 3h (G),mockBrz 3h (G),Brz220 3uM3h (G),Brz220 3uM3h (G),mock 3h (F1),mock 3h (F1),AgNO3 3h (F1),AgNO3 3h (F1),AVG 3h (F1),AVG 3h (F1),mock 3h (F1),mock 3h (F1),mock 12h (F2),mock 12h (F2),PPI 3h (F1),PPI 3h (F1),PPI 12h (F2),PPI 12h (F2),Unic 3h (F1),Unic 3h (F1),Unic 12h (F2),Unic 12h (F2),Pac 3h (F1),Pac 3h (F1),Pac 12h (F2),Pac 12h (F2),PX 3h (F1),PX 3h (F1),PX 12h (F2),PX 12h (F2),Cont (C1),Cont (C1),Cont (C1),Zeatin20uM (C1),Zeatin20uM (C1),Zeatin20uM (C1),ARR22-ox (C2),ARR22-ox (C2),ARR22-ox (C2),ARR22-ox+Zeatin20uM (C2),ARR22-ox+Zeatin20uM (C2),ARR22-ox+Zeatin20uM (C2),mock 3h (F1),mock 3h (F1),246T 3h (F1),246T 3h (F1),PCIB 3h (F1),PCIB 3h (F1),TIBA 3h (F1),TIBA 3h (F1),NPA 3h (F1),NPA 3h (F1),mock 30m (A1),mock 30m (A1),IAA 30m (A1),IAA 30m (A1),Zeatin 30m (A1),Zeatin 30m (A1),GA 30m (A1),GA 30m (A1),ABA 30m (A1),ABA 30m (A1),MJ 30m (A1),MJ 30m (A1),ACC 30m (A1),ACC 30m (A1),BL 30m (A1),BL 30m (A1),mock 1h (A2),mock 1h (A2),IAA 1h (A2),IAA 1h (A2),Zeatin 1h (A2),Zeatin 1h (A2),GA 1h (A2),GA 1h (A2),ABA 1h (A2),ABA 1h (A2),MJ 1h (A2),MJ 1h (A2),ACC 1h (A2),ACC 1h (A2),BL 1h (A2),BL 1h (A2),mock 3h (A3),mock 3h (A3),IAA 3h (A3),IAA 3h (A3),Zeatin 3h (A3),Zeatin 3h (A3),GA 3h (A3),GA 3h (A3),ABA 3h (A3),ABA 3h (A3),MJ 3h (A3),MJ 3h (A3),ACC 3h (A3),ACC 3h (A3),BL 3h (A3),BL 3h (A3),ga1mock 30m (A4),ga1mock 30m (A4),ga1+GA 30m (A4),ga1+GA 30m (A4),ga1mock 1h (A5),ga1mock 1h (A5),ga1+GA 1h (A5),ga1+GA 1h (A5),ga1mock 3h (A6),ga1mock 3h (A6),ga1+GA 3h (A6),ga1+GA 3h (A6),det2mock 30m (A7),det2mock 30m (A7),det2+BL 30m (A7),det2+BL 30m (A7),det2mock 1h (A8),det2mock 1h (A8),det2+BL 1h (A8),det2+BL 1h (A8),det2mock 3h (A9),det2mock 3h (A9),det2+BL 3h (A9),det2+BL 3h (A9),mock 3h (B),mock 3h (B),CN 3h (B),CN 3h (B),6DCT 3h (B),6DCT 3h (B),CT 3h (B),CT 3h (B),6DTE 3h (B),6DTE 3h (B),TE 3h (B),TE 3h (B),6D3DT 3h (B),6D3DT 3h (B),3DT 3h (B),3DT 3h (B),6DTY 3h (B),6DTY 3h (B),TY 3h (B),TY 3h (B),6DCS 3h (B),6DCS 3h (B),CS 3h (B),CS 3h (B),BL 3h (B),BL 3h (B)
AT1G15580,1,3.952275216,4.12437782,3.251278962,3.435510931,4.528758931,3.527150133,3.498223073,3.05951547,3.136666107,4.301226329,4.636015287,3.327335644,3.860193879,4.093818507,4.011018078,4.406747325,3.435424447,3.549059635,4.134000069,4.306740136,4.342664287,3.922800669,4.123491374,4.399763475,3.107323498,3.422557448,4.131026056,4.71837294,3.111537138,2.917996264,3.581938975,3.382027434,3.200085524,2.960743876,3.453912221,3.189197601,3.043342839,3.384282996,3.131444392,3.287711964,3.450700801,3.258093813,3.023540826,3.224992486,3.320309439,2.955354069,3.232683869,3.226146393,3.21778627,3.901203856,3.132106788,3.300263832,3.269532032,3.262066448,3.089945506,3.171683352,4.425505188,3.975357893,3.1359764,3.198914612,3.216604484,3.333979222,3.505402029,3.647843814,3.63038948,4.13695714,3.459783063,3.672295852,3.586125722,3.214639764,3.233342755,3.191579672,3.304020811,3.50558387,3.327495104,3.209929194,3.20288468,3.309555041,3.359666132,3.673202661,3.535672932,3.558478176,3.243014562,3.365754529,7.079922124,3.078904349,5.178859103,3.978391327,4.834262625,3.376482911,2.747246127,3.701429706,4.128696115,3.476048581,3.401502607,6.581113454,5.725131264,4.939936766,5.938968368,4.852114194,4.300812283,6.503835087,4.032468544,4.479960467,6.894801968,4.40954358,4.396279254,6.164701385,4.645630372,5.293116307,6.363549225,11.32464784,6.998353295,6.234228633,6.630783825,7.14955127,6.807505469,7.595265142,8.089189185,7.428877418,7.468140152,7.498270473,8.041709822,6.202023743,7.087497583,5.022463196,5.582676766,5.00646256,5.12770757,4.440207826,4.107998774,3.90308461,2.769355036,5.762163774,2.817112054,4.828528452,3.020862931,5.10770494,2.996768456,3.591710521,2.798327022,3.420404391,2.991047691,5.120290552,2.951188416,4.880412049,2.984651722,3.969143516,2.849819961,5.314954265,2.853237092,5.052939377,2.94877714,5.912275842,3.144900966,6.087468549,2.822650624,6.800604267,3.076265606,7.712012988,3.515471609,3.963917899,2.992543198,5.760722403,2.969970317,4.482073956,2.84880624,4.623593233,2.964144031,3.177634964,3.05879786,3.293835296,2.992270988,6.581393815,3.019307995,5.023853575,3.040876192,5.697627661,4.132706995,5.308745547,4.268741881,3.270982056,3.038131754,4.394323795,3.053796341,6.804609899,2.827292782,6.645760391,2.768314002,5.301833034,2.870308247,3.870413315,2.991160509,3.477909111,2.89287663,4.312389962,2.981840645,4.895494052,2.772875911,4.960996245,2.795569366,4.633173823,2.85593227,6.931943454,2.978674523,6.470951437,3.046413778,5.789366676,3.896848772,6.607877055,4.235084578,5.226011863,2.807778594,5.403484246,2.790587255,5.692637003,3.045808996,3.789750081,2.790450237,3.408990833,2.908038511,4.503090258,2.781153699,4.469928253,2.770168601,5.600185812,2.936154938,4.361416057,2.830090864,3.495446037,2.720816454,3.365723304,2.92743975,4.799195273,2.773336741,2.773336741,2.968637424,6.564041734,2.676790462,7.699327836,2.914318195,6.812240403,2.914515479,5.044067262,2.917352158,3.422321852,2.712384373,5.071944991,2.773973851,3.623612252,2.844853976,5.85704073,2.936803083,5.887553086,3.001405399,5.265931871,6.639500322,4.145382064,2.771954831,3.247972756,2.706034395,5.051064489,2.784037291,6.048535356,2.947576857,5.508178087,2.786655248,5.820737491,7.671898296,8.558683425,9.16547974,7.698462,7.831216717,7.765853099,8.371568514,5.379871356,5.147996355,4.020789916,3.956937644,7.404911772,279.5,100.4,5963.7,3424.4,239,161.2,186,268.6,134.8,164.2,178.7,354.7,99.4,56.5,17.7,37.2,155.2,71.4,303.9,219.2,103.5,351.9,279.5,100.4,186,268.6,230,87.3,110.1,37.9,190.5,200.1,178.5,302.7,99.4,56.5,10.1,81.5,279.5,100.4,361.9,15.3,25.6,132.3,279.5,100.4,186,268.6,271.1,119.7,48.8,255.1,213.8,50.7,175.3,164.1,26.8,106.7,77.5,395.8,45.2,180.2,24.1,337.8,33.9,29.8,59.8,63.1,71.1,77.3,5.3,25.8,5.3,6.7,28.1,4.1,279.5,100.4,318.5,106.8,160.3,93.9,171.5,35.8,26.4,144,65.6,104.6,3239.4,1950.4,78.6,140.9,104.6,9.6,221.3,120.4,308.3,75.2,37.4,22.8,311.8,246.4,50.7,44.4,5211.7,3856.3,224.2,340.9,102.1,78.6,183.7,16.6,265.5,104.9,150.2,122.4,228.3,296.8,44.5,84.2,3880.6,2401.8,251.3,101.9,82.7,35.4,26.5,129.9,162.1,34.6,52.7,13,193.1,101,119.5,61,129.7,47.1,50.5,86.1,394.4,88.6,36.5,43.6,46.7,44.2,55.8,54.5,104.1,52.7,21.8,22.1,198.5,378.5,326.1,53.3,372.3,112,265.4,162.6,255,29,380.6,183.6,502.8,382.6,223.7,554.9,257,469.6,268.9,544,357.6,156.4,213.5,361.8,495.4,270,516.7,510.9,539.6,594.4,544.7,491.9
AT1G50640,1,8.107936826,7.774616768,8.217656926,7.126639207,7.102819839,7.292377019,6.721305241,6.843296298,8.346798401,6.580571794,7.254941948,7.902763387,7.887618959,7.730604972,7.6721441,7.349101774,7.043755016,7.300217836,7.563463798,7.597545659,7.938251979,7.717653768,7.161606328,7.368235067,7.6558287,8.31809256,8.992002568,8.169339456,6.558874811,7.027883737,7.52246304,7.615699175,7.838515212,7.933698259,8.786434101,7.472280081,8.286478803,7.64723148,8.412925241,8.412822945,9.170822911,7.339434156,7.216370972,6.796092378,7.164439265,6.769990715,6.457875432,6.593002323,6.565614055,7.741526737,7.024617797,7.505732882,6.859469913,7.136873564,7.343383064,7.131285988,10.26406724,7.024247306,7.63563042,7.627990902,7.832984074,7.744632991,8.301592197,8.244114735,8.342541704,7.04427403,6.694562224,6.404212828,7.343045988,6.812541611,7.884691019,8.483036792,8.069375933,8.428961852,7.645969359,8.382767012,8.153198173,8.114454925,8.125546324,8.368060573,8.329506761,8.34491118,8.37251929,8.450511761,8.667591524,8.155916246,12.47584812,12.22251083,8.178334459,8.126391691,8.265591787,8.281123806,8.39101853,8.108495695,8.409392072,7.665142858,9.911256218,10.04350827,8.721312492,9.235029817,8.356640786,8.364293345,8.22059989,8.056813817,9.172544819,8.400895891,7.743213373,9.091301613,8.636204802,7.730492824,8.636653863,13.25829068,7.964190308,8.330290862,7.865548839,7.637593364,7.493577809,8.27233181,8.895869977,9.350870989,9.146541907,9.099515839,8.858541067,7.540362527,7.831492549,7.641005555,7.67768152,7.743827415,7.695591752,8.074405649,7.94942329,7.934753321,8.211523807,7.948559706,8.896412733,8.239473989,8.949338663,7.978270262,8.72795481,8.121093457,8.545174773,8.124983739,8.350321641,7.897233518,8.712375285,7.912358531,8.784767776,7.937900888,8.485562236,7.278218575,8.863140234,8.328462749,9.050822648,8.564368132,9.46840324,8.931655529,9.009973389,8.936508564,8.94009643,8.321848337,9.147290008,7.875421541,8.875808858,8.774207764,9.001219785,8.504082217,8.980229896,8.390882363,8.910693959,8.67623295,8.866918698,8.571804508,8.980944137,8.036201496,8.95950265,8.306004304,9.152154806,7.891097162,8.987531083,8.040545265,8.446154994,8.27051448,8.414223717,8.42842936,8.543813057,9.281275321,9.499407011,9.108536783,9.439351388,8.433898906,8.825610869,8.26470366,8.665717163,8.472200624,8.533663457,8.23054722,8.660668535,8.199361458,9.255626465,8.225373443,9.001615094,8.941695237,8.901535708,8.23597526,8.559275747,8.512384132,8.677974657,8.796980283,8.467490997,8.224736889,8.52424501,8.121242284,8.911930446,8.455722865,8.53638088,8.367161627,8.970402368,8.475878478,8.903229631,8.822955671,8.660524277,8.674781188,8.751462744,8.92844207,8.73939784,9.387179229,8.824712705,9.122878258,9.070627131,8.533265291,8.734068916,7.942943475,8.57765131,8.124048942,9.035939797,9.035939797,8.992074686,8.665127697,8.710753875,8.959978552,8.683624606,8.041136683,8.852355016,7.780626163,8.894345635,8.119586654,9.147206928,7.209545189,8.723014532,8.257783814,9.046415073,8.166825055,8.494453898,8.593748294,8.79560925,8.972784808,6.071017663,8.142549473,8.706830738,7.811253723,6.935069697,6.880813623,7.139195336,6.336854906,7.801253576,5.901534059,7.754289697,8.199846893,8.685932772,8.279687699,8.665504354,8.522048599,8.458022687,8.417956752,7.946237565,8.459231266,8.52180807,8.777493406,9.66290189,9.285273581,1914.1,1169.1,3586.5,3010.9,1115.2,1078.7,648.7,1323.1,1645.5,1437.8,884.1,1185.8,1098.1,1325.7,1365.6,1110,1043.4,828.5,1162.7,988.4,1229.2,1253.3,1914.1,1169.1,648.7,1323.1,1340.5,1278.8,1222.6,1488.1,1578.8,1283.7,1134.8,1620.3,1098.1,1325.7,1212,1026.6,1914.1,1169.1,2405.6,1682.6,1231.4,1112.7,1914.1,1169.1,648.7,1323.1,1443.8,1025.7,1027.7,1503.5,1533,1068.4,1107.4,1353.1,1627.2,1378.1,873,1560.5,1766.9,864.6,893.2,1392.7,195.5,297.9,669,199.4,264.1,198.2,210.3,319.4,420.8,306.5,309.8,253.6,1914.1,1169.1,1136.8,1163.6,1327.5,1281.2,1858.4,1524.3,1221.3,1235.6,662.3,481.4,797.6,554.9,798.5,625.7,785.6,501.3,733.5,561.3,768.3,498.3,952.7,683.8,787.7,550.2,934.9,671.4,855.2,613.8,718.1,565.3,907.2,534.1,1145.7,936.1,1230.9,472.9,871.6,500.8,791.9,501.4,993.6,447.6,818,473.3,667.9,474.8,690.1,602.1,1293.9,910.7,1202.3,815.2,738.8,761.7,689.1,760.1,1753.2,1378.9,1916.4,1367.8,1038.9,1797,1180.5,1805.2,1553.5,1707.7,1500,1472.1,1687.3,1387.9,1717.7,1578.6,1345.1,1616.3,1461.8,1225,1408.3,1166.2,1560.4,1565.4,1683.1,1811.3,1609,1626,2065.4,1823,1528.3,1771,1280.8,1282.3,1584.2,1947,1622.3,1828.3,1789.2,1528.7,1696.4,1791.6,1387,1557.3,1629.5,1936.9,1759.4,1812,1604.7,1804.3
AT1G02340,2,2.961138548,4.179796367,2.972048224,3.163779501,2.884267699,3.366083408,3.232447347,3.859533223,3.225291586,3.450573153,3.504985946,6.966986806,6.265371115,4.173503613,3.427503901,2.982429013,3.715556321,3.622697044,3.094809892,2.922323648,5.054781241,4.329617651,5.968740621,5.79638011,6.992504222,3.516643512,2.866949362,2.968972878,5.412713159,6.149634499,6.834318858,7.035598704,5.466795165,9.900016845,5.336369391,6.078742302,7.006901515,2.76439173,5.477227975,9.351223902,8.343015661,5.606749648,5.499978983,6.631223341,4.102238943,3.695394441,5.791626918,6.017493193,5.589475447,7.090508606,6.061752142,6.595718985,5.886259059,6.606189903,7.721966415,6.219916025,4.850865195,6.800728129,5.878778728,6.144962496,5.868897993,6.523912346,5.400334113,6.462804116,5.90650982,4.762536169,3.275631856,3.600840943,8.316071202,6.115007279,5.891702016,7.246000812,6.164897875,4.18510106,5.002443751,8.253276021,7.316001713,7.05177138,6.877148965,11.42544602,11.19677222,11.26275084,11.25516261,11.48772196,10.89933746,11.24712229,17.05793407,17.35073326,11.05886113,10.96344459,11.36757577,11.09028243,10.62034028,11.28933116,11.21753411,3.236419531,2.819332502,4.992891354,3.26280194,3.168367234,3.158358059,3.631383983,2.5019406,2.643467331,3.492078638,2.729828154,2.780867481,3.393987712,3.125209494,3.826107507,2.824394396,6.070181177,3.410186543,3.185688604,3.101663807,3.556015231,2.557676142,3.133586592,4.374109679,4.252770912,4.231183149,3.94032664,4.517078716,3.353125831,4.596432862,3.769608401,2.703394608,2.318418444,2.506440032,2.222892655,2.59787028,4.272708551,5.963711618,4.760163186,6.258229416,5.209479233,6.41116968,6.334628917,6.224079073,4.570874687,6.29669235,4.026087926,5.837863864,6.287038222,7.004685767,5.502506323,6.421906484,5.216578499,6.534786224,5.397146136,6.712364863,6.684620134,6.871942859,6.763775259,6.907773568,6.15565612,7.186494918,7.985935926,6.8181404,9.857093888,7.147893452,4.21539947,7.294065872,5.321902111,8.039964893,5.403346533,7.746389893,4.544839799,7.330081586,4.10742103,7.54260115,4.004826457,7.948564543,4.675105736,6.968944746,5.266917795,7.328977061,5.920933583,7.062577143,5.17051721,6.700887583,3.596560465,7.11469034,4.185080795,8.068925521,5.025945918,5.025302663,5.276292988,6.029713896,5.265530457,6.05733065,4.694413406,5.855625576,3.595565704,5.495474432,6.194304307,6.520017801,4.885453566,6.586157392,5.031270329,6.045584947,5.489855795,6.271935122,5.327205626,6.179169864,5.14185403,5.964777173,3.417271537,5.887890122,5.387424086,6.653979689,4.929290425,6.358092899,4.780621947,6.460881673,5.771511441,6.699353892,4.280069327,7.081465319,3.591948872,5.947858118,5.170695491,7.602569924,5.570954072,7.253981458,7.01435376,7.823119983,3.661484336,6.36202342,4.185379756,6.593990927,3.364938882,6.739867279,5.405946738,8.324320446,8.324320446,6.581445692,3.961668348,6.57615027,4.889480048,6.85685904,5.991596165,6.902683854,4.31391275,7.381006643,4.09828147,6.047082195,5.764282869,7.308522238,4.306302459,6.872263425,4.798072468,6.992485822,4.696601861,6.799923314,6.72507641,7.079421132,4.664264663,6.189336099,3.959295669,6.706826146,5.695826352,7.097757565,5.615892508,7.044611078,6.399377643,6.530132027,3.999669026,4.029788599,3.731672213,4.316987099,3.902198295,4.25517763,3.989760244,3.145922863,4.511722715,4.424275497,3.488375898,4.098636639,3.850453768,275.2,182.2,213.2,111.5,81.5,157.9,185.9,224.7,71.1,161.3,154.4,345.5,405,145,98.3,205,178.2,159,161.1,165.1,133,72.4,275.2,182.2,185.9,224.7,254.3,211.9,77.6,238,111.2,205.5,204.3,194.3,405,145,343.4,431.3,275.2,182.2,12.3,66.4,240.3,238.7,275.2,182.2,185.9,224.7,239.5,142.4,124.4,213.2,149.2,162.7,265.7,101.4,258.6,170.9,193.3,347,311.1,88.9,78.7,173,92,100.6,134.8,46.2,47.4,43,71.6,105.6,250.5,37,60.7,33.4,275.2,182.2,108.1,266.7,274.2,189.3,134.2,180.8,186.3,136.8,109,114.1,115,27,60.1,105.7,85.5,57.9,286.9,188.9,142.1,45.7,222,83.6,134.6,88.4,51,130.7,134.2,95.5,67.8,15.6,180.5,111.6,346.2,319.1,52.4,92.2,119.9,103.5,252.9,129.9,247.5,57,66.4,184.7,66.3,42.9,140.4,153.4,470.2,167.6,33.8,6.1,210.5,87.2,72.6,58,127.8,198,294.9,97.3,35.1,338.9,154.8,70.1,205.5,240.4,113.8,366.4,282.4,292.3,356.5,388.6,205.6,253.2,21.2,181.5,535.1,445.6,344.7,431.3,459.7,293.1,303.5,444.5,396.3,505.5,447.1,380.2,201.1,260.8,403.8,408.8,382.3,302.3,479,412.2,279.1,318.4,573.3,385.3,520.6,226.3,456.5,434.2,379.5,508.5
AT1G05805,2,8.117185997,7.329615917,7.290280754,7.066045527,7.940237536,6.966750042,6.531935274,7.400544509,7.961023463,7.473623326,8.180930846,8.769334144,8.502759414,8.298883962,8.16916027,8.234353753,7.887189176,7.762633147,8.347211563,8.576878231,8.74801729,8.139083973,7.990469041,8.129345876,8.398003446,8.368473179,8.684080857,8.619787365,7.358934544,7.039166304,7.326063113,7.221766846,7.522852461,7.893051139,6.551182536,7.44983315,7.550399821,8.049537465,7.903056127,7.864502266,7.639603285,7.244569052,7.392686036,7.546178286,7.604833839,7.665067229,7.519089538,7.500218849,7.554899982,7.096166005,7.426605178,7.216959149,7.343210392,7.393962987,7.605144581,7.489136458,4.059590962,6.875715156,6.487536566,6.314362318,5.190237563,5.624013677,4.783568606,4.75048258,4.790631869,8.493062598,8.038769736,7.820218983,8.640304716,7.183913318,7.009723323,7.682986464,7.255454986,8.390705096,7.967684505,7.898658815,7.680100337,8.699107604,8.059168352,7.740187947,7.403399675,7.690672119,7.440759993,7.232599799,6.818163568,7.481798719,11.12204288,8.871686424,7.22758501,6.970651075,6.447722504,7.036248463,6.19209997,7.066804458,7.441473432,8.100137583,7.580038479,7.818352802,8.288177167,8.075880214,7.796896286,8.569188725,7.967763803,8.445195678,8.567580228,8.053740571,8.392935789,8.518589574,7.542258366,8.237858427,8.703796722,12.5750851,7.728380008,8.181358957,7.860991716,7.866398769,7.62462151,8.589532773,8.660072479,8.831560453,8.438673712,8.852470357,8.637199115,7.575590029,7.71370151,8.940680391,8.526363219,7.80650538,7.110068344,7.872513831,6.897325376,6.724982546,7.211490641,8.170853849,7.617515534,7.463417142,7.923782598,9.024560498,7.602380594,9.159330883,7.556367989,7.890401218,7.287994543,6.623534365,7.41110768,8.425365519,7.597823042,8.90351976,7.581545228,6.92233299,7.498903598,7.527863257,7.44576007,8.451601581,7.86146828,9.571520176,8.070157017,10.10591154,8.039112134,9.019798293,7.754368655,8.103727279,7.43252785,7.483710081,7.167769837,8.249922696,6.682568084,8.284400416,6.746730356,6.89855374,6.410631239,6.583763185,6.704555886,8.319844201,7.563190135,7.696040066,7.424901627,8.253017792,6.989794971,8.531182509,7.084943399,7.478335283,6.688406157,5.766412372,6.827384257,7.446926083,7.546005346,7.399165275,7.84530974,9.058191061,7.765330024,9.395846066,7.652777211,7.781428724,7.22301974,7.562156971,7.621779357,7.008575691,7.282373365,8.908060934,7.786391159,8.448636002,7.933485273,8.960674741,7.763285285,9.773336341,7.827570087,8.273528829,7.31453752,6.890085358,7.422709711,8.127545355,7.789444802,7.264952461,7.52532258,9.390546483,7.679821125,9.751416839,7.875637272,8.304263452,7.271906483,7.287322341,7.641885083,7.406984862,7.449827885,7.2668457,7.595168013,7.32947001,7.405487527,8.355353042,7.50763715,7.423370857,7.126879894,7.299731727,7.666531718,7.666531718,7.55848553,7.267702219,7.852288404,7.752330216,7.842521017,8.755297192,7.876174909,8.795414507,8.156298493,7.76047526,7.406749698,7.321542816,7.74173577,7.167906229,7.917205137,7.28402374,7.40987398,6.881024914,7.304336163,8.281995566,6.513574846,9.092537817,7.552305606,7.76178994,7.474472928,6.856987157,7.660212869,7.829908862,7.587495786,8.764195944,8.132428499,4.876252933,3.695852016,4.597381779,5.321600786,5.273224437,5.125209933,5.57876096,5.808971043,4.122904092,4.629195775,3.955963394,2.906046325,3.419540229,1010.3,655,1229.2,912.6,968.9,728.4,695.2,1046.6,925.9,678.9,972.4,1307.8,1566.8,1381.8,1311.3,1056.3,1081.2,721.2,1183.9,770,1001.6,755.7,1010.3,655,695.2,1046.6,998.4,708.4,757.6,1359.5,927.5,731.5,973.9,1081.8,1566.8,1381.8,1191.1,1357.5,1010.3,655,1491.6,899.2,1207.8,921.5,1010.3,655,695.2,1046.6,1085.2,768.1,846.8,885.5,1024.9,432.1,1099.3,980.2,1023.9,803.4,912.6,1142.7,1174.1,799.1,751.3,1047.4,287.6,339,760.4,201.4,203.5,222.9,157.2,191.9,301.6,256.4,253.9,213.5,1010.3,655,1261.5,753.1,1320,731.7,717.6,679.9,977,543.7,847.2,630.7,693.4,621.1,932.7,807.7,1188.5,618.6,531.5,698,885.5,725.4,811.1,622.7,803.4,737.3,758.2,475.6,587.7,419.9,868.1,662.1,887,664.8,472,629.3,986.2,691.4,673,464.5,880.2,952.9,740.9,553.7,711.4,748.2,660.2,519.1,938.7,754.1,391.7,488.8,568.4,813.7,528.1,472.2,793.4,577.2,1355.3,740.6,1100.7,969.9,1026,1392.4,1462.3,1905.1,1058.8,753,1394.3,1416.3,1724.4,1277.3,1641.3,1407.8,1203.6,1342.6,1239.3,1324.9,1227.7,884.2,1106.6,1114.5,1635.9,1343.1,1472.6,1478.3,1240,2044.1,1723.5,1549,1047.1,1434.7,1532.8,1929.5,1310.5,1727.7,1685.2,1716.2,1484.3,1614.2,1537,1249.8,2047.4,1268.1,1451.9,1443.7,1190.1,1654.9
